,illumina_probe_id
1664,cg00840332
1665,cg00840403
1666,cg00841581
1667,cg00842351
1668,cg00842595
1669,cg00844155
1670,cg00844298
1671,cg00845806
1672,cg00845900
1673,cg00846554
1674,cg00847453
1675,cg00848392
1676,cg00848394
1677,cg00848397
1678,cg00848728
1679,cg00849191
1680,cg00850538
1681,cg00850648
1682,cg00851028
1683,cg00852675
1684,cg00852964
1685,cg00853068
1686,cg00853733
1687,cg00854637
1688,cg00854995
1689,cg00855901
1690,cg00856375
1691,cg00857907
1692,cg00857921
1693,cg00858400
1694,cg00858840
1695,cg00858899
1696,cg00859193
1697,cg00859441
1698,cg00859655
1699,cg00859858
1700,cg00860225
1701,cg00861635
1702,cg00861646
1703,cg00862041
1704,cg00862117
1705,cg00862290
1706,cg00862597
1707,cg00862770
1708,cg00863378
1709,cg00864867
1710,cg00864954
1711,cg00865849
1712,cg00866476
1713,cg00867406
1714,cg00867472
1715,cg00870449
1716,cg00870662
1717,cg00871371
1718,cg00871610
1719,cg00873678
1720,cg00873937
1721,cg00874032
1722,cg00874051
1723,cg00875272
1724,cg00876141
1725,cg00876704
1726,cg00877887
1727,cg00877964
1728,cg00878023
1729,cg00881086
1730,cg00881300
1731,cg00881370
1732,cg00882451
1733,cg00882832
1734,cg00883123
1735,cg00883212
1736,cg00883449
1737,cg00883837
1738,cg00884040
1739,cg00884093
1740,cg00884221
1741,cg00884334
1742,cg00884529
1743,cg00885506
1744,cg00886554
1745,cg00887101
1746,cg00887547
1747,cg00887700
1748,cg00887755
1749,cg00887902
1750,cg00888007
1751,cg00888479
1752,cg00888561
1753,cg00889363
1754,cg00889398
1755,cg00890049
1756,cg00890257
1757,cg00890485
1758,cg00891278
1759,cg00891995
1760,cg00892798
1761,cg00893242
1762,cg00893603
1763,cg00893636
1764,cg00893987
1765,cg00895324
1766,cg00895705
1767,cg00897329
1768,cg00898190
1769,cg00899086
1770,cg00899641
1771,cg00899659
1772,cg00901051
1773,cg00901493
1774,cg00901652
1775,cg00901683
1776,cg00901687
1777,cg00901704
1778,cg00901766
1779,cg00901982
1780,cg00902153
1781,cg00902195
1782,cg00903242
1783,cg00904184
1784,cg00904483
1785,cg00904574
1786,cg00905101
1787,cg00905156
1788,cg00905170
1789,cg00906183
1790,cg00907288
1791,cg00907842
1792,cg00908551
1793,cg00908631
1794,cg00910067
1795,cg00910168
1796,cg00910503
1797,cg00910695
1798,cg00910720
1799,cg00910893
1800,cg00911398
1801,cg00911776
1802,cg00911794
1803,cg00911873
1804,cg00912580
1805,cg00912942
1806,cg00913954
1807,cg00914963
1808,cg00915289
1809,cg00916199
1810,cg00916635
1811,cg00916884
1812,cg00916899
1813,cg00917018
1814,cg00917893
1815,cg00918181
1816,cg00918794
1817,cg00918944
1818,cg00919013
1819,cg00919857
1820,cg00920254
1821,cg00920314
1822,cg00920537
1823,cg00920960
1824,cg00921266
1825,cg00922727
1826,cg00923533
1827,cg00923634
1828,cg00923744
1829,cg00923934
1830,cg00924459
1831,cg00925229
1832,cg00925717
1833,cg00926400
1834,cg00927554
1835,cg00927594
1836,cg00928816
1837,cg00929523
1838,cg00929606
1839,cg00929635
1840,cg00929855
1841,cg00929860
1842,cg00930078
1843,cg00930606
1844,cg00930873
1845,cg00931644
1846,cg00931843
1847,cg00932063
1848,cg00932276
1849,cg00933411
1850,cg00934322
1851,cg00935388
1852,cg00935394
1853,cg00935430
1854,cg00935504
1855,cg00935653
1856,cg00935717
1857,cg00935924
1858,cg00936309
1859,cg00936342
1860,cg00936435
1861,cg00936442
1862,cg00936626
1863,cg00937263
1864,cg00937286
1865,cg00937359
1866,cg00937681
1867,cg00939495
1868,cg00939735
1869,cg00940891
1870,cg00941229
1871,cg00942920
1872,cg00943245
1873,cg00943909
1874,cg00943950
1875,cg00944304
1876,cg00944309
1877,cg00944421
1878,cg00944631
1879,cg00944785
1880,cg00945209
1881,cg00945862
1882,cg00946598
1883,cg00947019
1884,cg00947275
1885,cg00947744
1886,cg00947782
1887,cg00948275
1888,cg00950418
1889,cg00950497
1890,cg00950621
1891,cg00950718
1892,cg00951770
1893,cg00951869
1894,cg00953256
1895,cg00953793
1896,cg00954003
1897,cg00954105
1898,cg00954566
1899,cg00955230
1900,cg00955451
1901,cg00956142
1902,cg00956199
1903,cg00956759
1904,cg00957886
1905,cg00957901
1906,cg00958517
1907,cg00958560
1908,cg00959259
1909,cg00959431
1910,cg00960147
1911,cg00960702
1912,cg00960898
1913,cg00960906
1914,cg00961640
1915,cg00962459
1916,cg00962755
1917,cg00963169
1918,cg00963171
1919,cg00963378
1920,cg00963467
1921,cg00964109
1922,cg00964446
1923,cg00964751
1924,cg00965578
1925,cg00966482
1926,cg00967316
1927,cg00967854
1928,cg00968167
1929,cg00968616
1930,cg00968800
1931,cg00969271
1932,cg00969446
1933,cg00969573
1934,cg00970325
1935,cg00970396
1936,cg00971396
1937,cg00971695
1938,cg00971737
1939,cg00973286
1940,cg00973334
1941,cg00973677
1942,cg00973876
1943,cg00974864
1944,cg00975326
1945,cg00975624
1946,cg00976054
1947,cg00976097
1948,cg00976619
1949,cg00977403
1950,cg00979348
1951,cg00980058
1952,cg00980581
1953,cg00980622
1954,cg00980649
1955,cg00980978
1956,cg00981643
1957,cg00981651
1958,cg00981877
1959,cg00982136
1960,cg00982521
1961,cg00983520
1962,cg00983899
1963,cg00984602
1964,cg00986320
1965,cg00986580
1966,cg00986824
1967,cg00987015
1968,cg00987080
1969,cg00987379
1970,cg00987918
1971,cg00988256
1972,cg00988350
1973,cg00988678
1974,cg00989249
1975,cg00989365
1976,cg00990385
1977,cg00990740
1978,cg00990977
1979,cg00991875
1980,cg00991994
1981,cg00992048
1982,cg00992687
1983,cg00993140
1984,cg00994804
1985,cg00994936
1986,cg00995152
1987,cg00995327
1988,cg00995520
1989,cg00995854
1990,cg00996847
1991,cg00997424
1992,cg01000094
1993,cg01000631
1994,cg01001101
1995,cg01001286
1996,cg01002030
1997,cg01003197
1998,cg01003666
1999,cg01003961
2000,cg01004382
2001,cg01004762
2002,cg01004980
2003,cg01005080
2004,cg01005180
2005,cg01005506
2006,cg01005760
2007,cg01007201
2008,cg01008256
2009,cg01009664
2010,cg01010618
2011,cg01011769
2012,cg01012242
2013,cg01012879
2014,cg01013324
2015,cg01013590
2016,cg01014262
2017,cg01015123
2018,cg01015663
2019,cg01015871
2020,cg01015879
2021,cg01015899
2022,cg01016119
2023,cg01017147
2024,cg01017257
2025,cg01017464
2026,cg01020263
2027,cg01020987
2028,cg01021485
2029,cg01022200
2030,cg01022219
2031,cg01022370
2032,cg01022780
2033,cg01023672
2034,cg01024141
2035,cg01025762
2036,cg01025774
2037,cg01025842
2038,cg01026256
2039,cg01026744
2040,cg01027739
2041,cg01027805
2042,cg01028142
2043,cg01029592
2044,cg01030121
2045,cg01030534
2046,cg01031101
2047,cg01031251
2048,cg01031400
2049,cg01033160
2050,cg01033938
2051,cg01034813
2052,cg01035238
2053,cg01035422
2054,cg01036148
2055,cg01036173
2056,cg01036779
2057,cg01037108
2058,cg01037726
2059,cg01040062
2060,cg01040759
2061,cg01040850
2062,cg01040890
2063,cg01042641
2064,cg01043616
2065,cg01043831
2066,cg01044662
2067,cg01044722
2068,cg01044849
2069,cg01045423
2070,cg01046174
2071,cg01046511
2072,cg01047414
2073,cg01047555
2074,cg01048931
2075,cg01049530
2076,cg01049933
2077,cg01050433
2078,cg01053241
2079,cg01053621
2080,cg01054110
2081,cg01054478
2082,cg01054652
2083,cg01055591
2084,cg01055594
2085,cg01055695
2086,cg01055868
2087,cg01056155
2088,cg01056373
2089,cg01056400
2090,cg01056568
2091,cg01057573
2092,cg01057599
2093,cg01057962
2094,cg01058360
2095,cg01058588
2096,cg01058932
2097,cg01059100
2098,cg01059398
2099,cg01062020
2100,cg01062269
2101,cg01062443
2102,cg01062937
2103,cg01063524
2104,cg01064194
2105,cg01064307
2106,cg01064725
2107,cg01064957
2108,cg01065780
2109,cg01065920
2110,cg01066046
2111,cg01066472
2112,cg01071811
2113,cg01072821
2114,cg01073178
2115,cg01074676
2116,cg01075005
2117,cg01076459
2118,cg01076495
2119,cg01076838
2120,cg01076874
2121,cg01078434
2122,cg01078772
2123,cg01078871
2124,cg01079126
2125,cg01079652
2126,cg01080862
2127,cg01080902
2128,cg01081168
2129,cg01081263
2130,cg01081438
2131,cg01081584
2132,cg01081720
2133,cg01081737
2134,cg01082299
2135,cg01082498
2136,cg01082910
2137,cg01083131
2138,cg01083397
2139,cg01084827
2140,cg01086868
2141,cg01086978
2142,cg01087239
2143,cg01087254
2144,cg01087382
2145,cg01087710
2146,cg01087775
2147,cg01088404
2148,cg01090445
2149,cg01091448
2150,cg01091565
2151,cg01092036
2152,cg01092561
2153,cg01093786
2154,cg01095590
2155,cg01097406
2156,cg01097408
2157,cg01097768
2158,cg01097940
2159,cg01098871
2160,cg01098955
2161,cg01099541
2162,cg01100784
2163,cg01100796
2164,cg01101459
2165,cg01101873
2166,cg01102073
2167,cg01103730
2168,cg01103827
2169,cg01103836
2170,cg01104306
2171,cg01104423
2172,cg01105058
2173,cg01106572
2174,cg01106788
2175,cg01106881
2176,cg01107031
2177,cg01107741
2178,cg01107874
2179,cg01108476
2180,cg01108554
2181,cg01109219
2182,cg01109660
2183,cg01110312
2184,cg01110759
2185,cg01110846
2186,cg01111006
2187,cg01111041
2188,cg01112778
2189,cg01113988
2190,cg01114088
2191,cg01115923
2192,cg01116966
2193,cg01117339
2194,cg01117384
2195,cg01117627
2196,cg01119135
2197,cg01119319
2198,cg01119452
2199,cg01120165
2200,cg01120173
2201,cg01120307
2202,cg01120308
2203,cg01120509
2204,cg01120874
2205,cg01120898
2206,cg01120953
2207,cg01121603
2208,cg01121830
2209,cg01124132
2210,cg01124420
2211,cg01124961
2212,cg01125010
2213,cg01125463
2214,cg01126560
2215,cg01127291
2216,cg01127300
2217,cg01127428
2218,cg01128603
2219,cg01129238
2220,cg01129459
2221,cg01129847
2222,cg01131735
2223,cg01132696
2224,cg01132893
2225,cg01133215
2226,cg01134491
2227,cg01135200
2228,cg01135464
2229,cg01135546
2230,cg01135648
2231,cg01135780
2232,cg01136458
2233,cg01137047
2234,cg01137065
2235,cg01137198
2236,cg01137532
2237,cg01137708
2238,cg01137737
2239,cg01138020
2240,cg01138448
2241,cg01138839
2242,cg01139966
2243,cg01140244
2244,cg01140782
2245,cg01141413
2246,cg01141769
2247,cg01142317
2248,cg01142676
2249,cg01142721
2250,cg01142735
2251,cg01143068
2252,cg01143454
2253,cg01144053
2254,cg01144286
2255,cg01145389
2256,cg01145396
2257,cg01145709
2258,cg01146232
2259,cg01146320
2260,cg01146980
2261,cg01148441
2262,cg01150083
2263,cg01150454
2264,cg01150799
2265,cg01151686
2266,cg01151699
2267,cg01151966
2268,cg01152015
2269,cg01152019
2270,cg01152499
2271,cg01153166
2272,cg01154193
2273,cg01154283
2274,cg01154445
2275,cg01154505
2276,cg01154537
2277,cg01154775
2278,cg01155039
2279,cg01156747
2280,cg01157559
2281,cg01158574
2282,cg01160766
2283,cg01161042
2284,cg01161216
2285,cg01161644
2286,cg01162672
2287,cg01163842
2288,cg01164574
2289,cg01165817
2290,cg01166674
2291,cg01167556
2292,cg01168201
2293,cg01168584
2294,cg01168865
2295,cg01169610
2296,cg01169726
2297,cg01169778
2298,cg01171588
2299,cg01171858
2300,cg01172150
2301,cg01172484
2302,cg01172656
2303,cg01172735
2304,cg01172899
2305,cg01173291
2306,cg01173474
2307,cg01174140
2308,cg01175610
2309,cg01176028
2310,cg01176103
2311,cg01176271
2312,cg01176433
2313,cg01177100
2314,cg01177524
2315,cg01177956
2316,cg01178063
2317,cg01178099
2318,cg01178624
2319,cg01180628
2320,cg01181233
2321,cg01181415
2322,cg01181681
2323,cg01182455
2324,cg01182585
2325,cg01182697
2326,cg01182873
2327,cg01183510
2328,cg01183669
2329,cg01184449
2330,cg01184522
2331,cg01184975
2332,cg01185080
2333,cg01185345
2334,cg01185573
2335,cg01185640
2336,cg01185754
2337,cg01185921
2338,cg01186777
2339,cg01186980
2340,cg01187464
2341,cg01187510
2342,cg01187920
2343,cg01188191
2344,cg01188914
2345,cg01190109
2346,cg01190666
2347,cg01190915
2348,cg01191578
2349,cg01191902
2350,cg01192051
2351,cg01192900
2352,cg01192952
2353,cg01193293
2354,cg01194444
2355,cg01195014
2356,cg01195053
2357,cg01195127
2358,cg01195545
2359,cg01196158
2360,cg01196858
2361,cg01199721
2362,cg01200060
2363,cg01200177
2364,cg01201215
2365,cg01203136
2366,cg01204305
2367,cg01204844
2368,cg01205935
2369,cg01206472
2370,cg01206970
2371,cg01207684
2372,cg01207755
2373,cg01208318
2374,cg01208873
2375,cg01209023
2376,cg01209984
2377,cg01210880
2378,cg01211097
2379,cg01211283
2380,cg01211396
2381,cg01212284
2382,cg01212677
2383,cg01212887
2384,cg01214321
2385,cg01214847
2386,cg01215339
2387,cg01215511
2388,cg01216369
2389,cg01217984
2390,cg01218180
2391,cg01218206
2392,cg01219135
2393,cg01219924
2394,cg01220033
2395,cg01220513
2396,cg01221157
2397,cg01221484
2398,cg01221637
2399,cg01222180
2400,cg01222684
2401,cg01223071
2402,cg01225095
2403,cg01225298
2404,cg01225779
2405,cg01226614
2406,cg01226811
2407,cg01226883
2408,cg01227537
2409,cg01228134
2410,cg01228636
2411,cg01228667
2412,cg01229567
2413,cg01229865
2414,cg01229943
2415,cg01230160
2416,cg01231381
2417,cg01231543
2418,cg01231779
2419,cg01232511
2420,cg01232748
2421,cg01233897
2422,cg01234063
2423,cg01234133
2424,cg01234420
2425,cg01235659
2426,cg01235820
2427,cg01236137
2428,cg01236573
2429,cg01238435
2430,cg01238639
2431,cg01240056
2432,cg01241375
2433,cg01241836
2434,cg01242619
2435,cg01243312
2436,cg01243790
2437,cg01243823
2438,cg01244006
2439,cg01244871
2440,cg01244877
2441,cg01245531
2442,cg01245595
2443,cg01246254
2444,cg01246405
2445,cg01248878
2446,cg01249544
2447,cg01250845
2448,cg01252023
2449,cg01252496
2450,cg01253107
2451,cg01254459
2452,cg01254505
2453,cg01255349
2454,cg01255591
2455,cg01256539
2456,cg01257171
2457,cg01257194
2458,cg01257202
2459,cg01257799
2460,cg01258050
2461,cg01258793
2462,cg01259029
2463,cg01259619
2464,cg01260219
2465,cg01261013
2466,cg01261503
2467,cg01261535
2468,cg01262413
2469,cg01262913
2470,cg01263716
2471,cg01264106
2472,cg01267315
2473,cg01267797
2474,cg01268763
2475,cg01268824
2476,cg01268901
2477,cg01269048
2478,cg01269795
2479,cg01271812
2480,cg01272202
2481,cg01272601
2482,cg01273150
2483,cg01274324
2484,cg01274660
2485,cg01275830
2486,cg01275887
2487,cg01276128
2488,cg01276475
2489,cg01277331
2490,cg01277542
2491,cg01277844
2492,cg01278041
2493,cg01278291
2494,cg01279413
2495,cg01279933
2496,cg01280080
2497,cg01281157
2498,cg01281718
2499,cg01281797
2500,cg01281904
2501,cg01281911
2502,cg01282074
2503,cg01282174
2504,cg01282432
2505,cg01283227
2506,cg01283246
2507,cg01283289
2508,cg01283625
2509,cg01284193
2510,cg01284306
2511,cg01284619
2512,cg01284869
2513,cg01286388
2514,cg01287088
2515,cg01287788
2516,cg01287975
2517,cg01288067
2518,cg01288337
2519,cg01288367
2520,cg01288372
2521,cg01288598
2522,cg01288724
2523,cg01289343
2524,cg01289637
2525,cg01290568
2526,cg01290904
2527,cg01291375
2528,cg01291404
2529,cg01291665
2530,cg01292265
2531,cg01292846
2532,cg01293143
2533,cg01293271
2534,cg01293346
2535,cg01293417
2536,cg01293485
2537,cg01293647
2538,cg01294327
2539,cg01294695
2540,cg01294702
2541,cg01294808
2542,cg01295203
2543,cg01295264
2544,cg01297180
2545,cg01297756
2546,cg01298102
2547,cg01299279
2548,cg01300096
2549,cg01300684
2550,cg01301319
2551,cg01301660
2552,cg01302240
2553,cg01302245
2554,cg01302656
2555,cg01302823
2556,cg01303420
2557,cg01303569
2558,cg01303723
2559,cg01304182
2560,cg01305421
2561,cg01305547
2562,cg01305625
2563,cg01305745
2564,cg01306265
2565,cg01306510
2566,cg01307730
2567,cg01308501
2568,cg01309153
2569,cg01309328
2570,cg01309569
2571,cg01309671
2572,cg01310029
2573,cg01310750
2574,cg01311222
2575,cg01311285
2576,cg01311313
2577,cg01313363
2578,cg01313514
2579,cg01313949
2580,cg01313966
2581,cg01314643
2582,cg01316071
2583,cg01316378
2584,cg01316516
2585,cg01316819
2586,cg01318188
2587,cg01318557
2588,cg01320361
2589,cg01320507
2590,cg01321830
2591,cg01322214
2592,cg01322897
2593,cg01323381
2594,cg01323777
2595,cg01323964
2596,cg01324261
2597,cg01324550
2598,cg01327147
2599,cg01328164
2600,cg01329005
2601,cg01330991
2602,cg01331275
2603,cg01331554
2604,cg01331772
2605,cg01331992
2606,cg01332054
2607,cg01332683
2608,cg01333011
2609,cg01333131
2610,cg01333619
2611,cg01333788
2612,cg01334437
2613,cg01335367
2614,cg01337207
2615,cg01340005
2616,cg01340991
2617,cg01341487
2618,cg01341801
2619,cg01342792
2620,cg01342901
2621,cg01343041
2622,cg01343084
2623,cg01343313
2624,cg01343729
2625,cg01344171
2626,cg01344452
2627,cg01344518
2628,cg01345087
2629,cg01345315
2630,cg01346152
2631,cg01346589
2632,cg01346718
2633,cg01347719
2634,cg01348086
2635,cg01351032
2636,cg01351315
2637,cg01352090
2638,cg01352108
2639,cg01352882
2640,cg01353347
2641,cg01353448
2642,cg01353646
2643,cg01353670
2644,cg01353788
2645,cg01353903
2646,cg01354473
2647,cg01355392
2648,cg01355520
2649,cg01355739
2650,cg01356829
2651,cg01357116
2652,cg01357222
2653,cg01357263
2654,cg01357892
2655,cg01360325
2656,cg01360605
2657,cg01360627
2658,cg01360768
2659,cg01361499
2660,cg01362115
2661,cg01362183
2662,cg01362243
2663,cg01362541
2664,cg01363869
2665,cg01366407
2666,cg01366419
2667,cg01366670
2668,cg01366985
2669,cg01367627
2670,cg01367992
2671,cg01368217
2672,cg01368219
2673,cg01368900
2674,cg01369413
2675,cg01370449
2676,cg01371258
2677,cg01372605
2678,cg01372992
2679,cg01373166
2680,cg01373189
2681,cg01373248
2682,cg01374047
2683,cg01374431
2684,cg01374870
2685,cg01374885
2686,cg01376079
2687,cg01376672
2688,cg01377358
2689,cg01377911
2690,cg01378158
2691,cg01378515
2692,cg01379240
2693,cg01381545
2694,cg01381846
2695,cg01381934
2696,cg01382771
2697,cg01382864
2698,cg01383955
2699,cg01384686
2700,cg01385430
2701,cg01385679
2702,cg01386236
2703,cg01386493
2704,cg01389506
2705,cg01389761
2706,cg01390445
2707,cg01393234
2708,cg01393945
2709,cg01394781
2710,cg01395261
2711,cg01395541
2712,cg01397050
2713,cg01398148
2714,cg01398912
2715,cg01399219
2716,cg01399317
2717,cg01399319
2718,cg01400750
2719,cg01400924
2720,cg01401376
2721,cg01402045
2722,cg01402255
2723,cg01403010
2724,cg01404197
2725,cg01404615
2726,cg01405040
2727,cg01405107
2728,cg01405761
2729,cg01406381
2730,cg01407244
2731,cg01407341
2732,cg01407797
2733,cg01408383
2734,cg01408486
2735,cg01408558
2736,cg01409343
2737,cg01409734
2738,cg01410230
2739,cg01410359
2740,cg01410472
2741,cg01410876
2742,cg01411954
2743,cg01412445
2744,cg01412469
2745,cg01412654
2746,cg01412970
2747,cg01413054
2748,cg01413354
2749,cg01414185
2750,cg01414934
2751,cg01415112
2752,cg01415909
2753,cg01416295
2754,cg01418124
2755,cg01418153
2756,cg01418188
2757,cg01418351
2758,cg01419479
2759,cg01419670
2760,cg01419675
2761,cg01419679
2762,cg01419713
2763,cg01419788
2764,cg01419831
2765,cg01419914
2766,cg01420388
2767,cg01422009
2768,cg01422243
2769,cg01422249
2770,cg01422476
2771,cg01422881
2772,cg01424107
2773,cg01424562
2774,cg01425405
2775,cg01425670
2776,cg01425762
2777,cg01426713
2778,cg01426743
2779,cg01426808
2780,cg01426818
2781,cg01427567
2782,cg01428361
2783,cg01428589
2784,cg01428678
2785,cg01429181
2786,cg01429256
2787,cg01429321
2788,cg01430241
2789,cg01430430
2790,cg01430807
2791,cg01431057
2792,cg01431340
2793,cg01431482
2794,cg01432087
2795,cg01432609
2796,cg01432620
2797,cg01432692
2798,cg01434723
2799,cg01435109
2800,cg01435643
2801,cg01436254
2802,cg01436914
2803,cg01437411
2804,cg01438090
2805,cg01438467
2806,cg01438829
2807,cg01439669
2808,cg01439753
2809,cg01439876
2810,cg01439983
2811,cg01440489
2812,cg01441127
2813,cg01441777
2814,cg01442064
2815,cg01442620
2816,cg01442799
2817,cg01442833
2818,cg01442843
2819,cg01443067
2820,cg01443452
2821,cg01443630
2822,cg01443755
2823,cg01444716
2824,cg01445100
2825,cg01445307
2826,cg01445399
2827,cg01446393
2828,cg01446692
2829,cg01446983
2830,cg01447112
2831,cg01447475
2832,cg01447828
2833,cg01448863
2834,cg01449136
2835,cg01449415
2836,cg01449663
2837,cg01449715
2838,cg01450842
2839,cg01451604
2840,cg01452189
2841,cg01453052
2842,cg01454004
2843,cg01454134
2844,cg01454951
2845,cg01456491
2846,cg01457080
2847,cg01457653
2848,cg01458054
2849,cg01458495
2850,cg01458605
2851,cg01459162
2852,cg01459453
2853,cg01460436
2854,cg01461211
2855,cg01461641
2856,cg01461762
2857,cg01462040
2858,cg01462829
2859,cg01462904
2860,cg01463644
2861,cg01463828
2862,cg01464104
2863,cg01464748
2864,cg01464835
2865,cg01464985
2866,cg01465102
2867,cg01465325
2868,cg01465527
2869,cg01465596
2870,cg01465641
2871,cg01465769
2872,cg01466075
2873,cg01466576
2874,cg01467417
2875,cg01468621
2876,cg01468868
2877,cg01469547
2878,cg01470283
2879,cg01471036
2880,cg01471232
